0.701493  	 0.104700 	 0.104700  
0.706468  	 0.103686 	 0.103686  
0.711443  	 0.102646 	 0.102646  
0.716418  	 0.101582 	 0.101582  
0.721393  	 0.100493 	 0.100493  
0.726368  	 0.099379 	 0.099379  
0.731343  	 0.098240 	 0.098240  
0.736318  	 0.097077 	 0.097077  
0.741294  	 0.095889 	 0.095889  
0.746269  	 0.094676 	 0.094676  
0.751244  	 0.093438 	 0.093438  
0.756219  	 0.092176 	 0.092176  
0.761194  	 0.090889 	 0.090889  
0.766169  	 0.089577 	 0.089577  
0.771144  	 0.088240 	 0.088240  
0.776119  	 0.086879 	 0.086879  
0.781095  	 0.085493 	 0.085493  
0.786070  	 0.084082 	 0.084082  
0.791045  	 0.082646 	 0.082646  
0.796020  	 0.081186 	 0.081186  
0.800995  	 0.079701 	 0.079701  
0.805970  	 0.078191 	 0.078191  
0.810945  	 0.076657 	 0.076657  
0.815920  	 0.075097 	 0.075097  
0.820896  	 0.073513 	 0.073513  
0.825871  	 0.071904 	 0.071904  
0.830846  	 0.070271 	 0.070271  
0.835821  	 0.068612 	 0.068612  
0.840796  	 0.066929 	 0.066929  
0.845771  	 0.065221 	 0.065221  
0.850746  	 0.063489 	 0.063489  
0.855721  	 0.061731 	 0.061731  
0.860697  	 0.059949 	 0.059949  
0.865672  	 0.058142 	 0.058142  
0.870647  	 0.056310 	 0.056310  
0.875622  	 0.054454 	 0.054454  
0.880597  	 0.052573 	 0.052573  
0.885572  	 0.050667 	 0.050667  
0.890547  	 0.048736 	 0.048736  
0.895522  	 0.046781 	 0.046781  
0.900498  	 0.044801 	 0.044801  
0.905473  	 0.042796 	 0.042796  
0.910448  	 0.040766 	 0.040766  
0.915423  	 0.038712 	 0.038712  
0.920398  	 0.036633 	 0.036633  
0.925373  	 0.034529 	 0.034529  
0.930348  	 0.032400 	 0.032400  
0.935323  	 0.030247 	 0.030247  
0.940299  	 0.028069 	 0.028069  
0.945274  	 0.025866 	 0.025866  
0.950249  	 0.023638 	 0.023638  
0.955224  	 0.021386 	 0.021386  
0.960199  	 0.019108 	 0.019108  
0.965174  	 0.016807 	 0.016807  
0.970149  	 0.014480 	 0.014480  
0.975124  	 0.012128 	 0.012128  
0.980100  	 0.009752 	 0.009752  
0.985075  	 0.007351 	 0.007351  
0.990050  	 0.004926 	 0.004926  
0.995025  	 0.002475 	 0.002475  
